Suburb,Address,Rooms,Type,Price,Method,Seller,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Latitude,Longitude,Region,Propertycount,LogPrice,SaleYear,SaleMonth,PropertyAge,Price_per_sqm
Bentleigh East,4 Box Ct,3,h,1640000,S,Buxton,2024-04-29,13.9,3165,3,1,2.0,733,,,Glen Eira,-37.9219,145.0518,Southern Metropolitan,10969,14.310207409556293,2024,4,,
Bentleigh East,2/10 Chester St,3,u,809000,S,Woodards,2024-04-29,13.9,3165,3,1,1.0,289,,,Glen Eira,-37.9211,145.0671,Southern Metropolitan,10969,13.603555432133808,2024,4,,
Bentleigh East,13 Delma St,3,h,1510000,S,Buxton,2024-04-29,13.9,3165,3,1,2.0,689,,,Glen Eira,-37.9317,145.0524,Southern Metropolitan,10969,14.227620871042543,2024,4,,
Bentleigh East,15 Lilac St,4,h,1292000,S,Woodards,2024-04-29,13.9,3165,4,1,2.0,587,161.0,1950.0,Glen Eira,-37.9194,145.057,Southern Metropolitan,10969,14.071702737318192,2024,4,74.0,8024.844720496894
Bentleigh East,68 Mawby Rd,3,h,1165000,S,Buxton,2024-04-29,13.9,3165,3,1,2.0,589,158.0,,Glen Eira,-37.9297,145.0563,Southern Metropolitan,10969,13.968232503350668,2024,4,,7373.4177215189875
Bentleigh East,978 North Rd,3,h,959000,S,Ray,2024-04-29,13.9,3165,3,2,2.0,557,119.0,1960.0,Glen Eira,-37.9076,145.068,Southern Metropolitan,10969,13.7736473966179,2024,4,64.0,8058.823529411765
Bentleigh East,68 Tambet St,3,h,1251000,S,hockingstuart,2024-04-29,13.9,3165,3,1,1.0,612,,,Glen Eira,-37.9133,145.0719,Southern Metropolitan,10969,14.03945458880924,2024,4,,
Bentleigh East,76 Wingate St,3,h,1205000,S,Buxton,2024-04-29,13.9,3165,3,3,2.0,604,,1960.0,Glen Eira,-37.9362,145.0663,Southern Metropolitan,10969,14.001990954782066,2024,4,64.0,
Braybrook,30 Shepherd St,3,h,730000,SP,Village,2024-04-29,10.8,3019,3,1,3.0,586,,,Maribyrnong,-37.783,144.855,Western Metropolitan,3589,13.500801182986649,2024,4,,
Brighton,3/30 Grosvenor St,4,h,2550000,SP,Hodges,2024-04-29,11.2,3186,4,3,2.0,263,,2005.0,Bayside,-37.9099,144.9899,Southern Metropolitan,10579,14.751604309291395,2024,4,19.0,
Brighton,3 Rose St,2,t,1470000,S,Hodges,2024-04-29,11.2,3186,2,1,1.0,238,,,Bayside,-37.8985,145.0048,Southern Metropolitan,10579,14.200773639026796,2024,4,,
Brighton East,7 Holmhurst Ct,4,t,1700000,PI,Hodges,2024-04-29,10.7,3187,4,3,2.0,312,118.0,1950.0,Bayside,-37.9295,145.0144,Southern Metropolitan,6938,14.346139397261565,2024,4,74.0,14406.77966101695
Brighton East,55 Milroy St,5,h,1900000,PI,Hodges,2024-04-29,10.7,3187,5,3,2.0,583,271.0,2009.0,Bayside,-37.9057,145.0101,Southern Metropolitan,6938,14.45736497045232,2024,4,15.0,7011.070110701107
Brighton East,7/36 Union St,3,t,972000,S,Gary,2024-04-29,10.7,3187,3,2,1.0,119,160.0,2000.0,Bayside,-37.9084,145.0118,Southern Metropolitan,6938,13.78711211224863,2024,4,24.0,6075.0
Brunswick,251 Albion St,4,h,1650000,S,Brad,2024-04-29,5.2,3056,4,2,4.0,670,,,Moreland,-37.7602,144.9591,Northern Metropolitan,11918,14.316286451937186,2024,4,,
Brunswick,11 Garnet St,3,h,1440000,S,Jellis,2024-04-29,5.2,3056,3,1,1.0,408,,,Moreland,-37.7587,144.9529,Northern Metropolitan,11918,14.180154365996387,2024,4,,
Brunswick,9 Goodman St,2,h,955000,S,Woodards,2024-04-29,5.2,3056,2,1,0.0,1328,,1880.0,Moreland,-37.7731,144.9568,Northern Metropolitan,11918,13.769467666582738,2024,4,144.0,
Brunswick West,507 Brunswick Rd,3,h,1200000,PI,Nelson,2024-04-29,5.9,3055,3,1,2.0,683,,,Moreland,-37.7744,144.9396,Northern Metropolitan,7082,13.997832948091215,2024,4,,
Brunswick West,4/17 Howson St,2,h,545000,VB,Jellis,2024-04-29,5.9,3055,2,1,1.0,0,59.0,1970.0,Moreland,-37.7711,144.9487,Northern Metropolitan,7082,13.208542908506082,2024,4,54.0,9237.28813559322
Brunswick West,141 Pearson St,4,h,1205000,S,Nelson,2024-04-29,5.9,3055,4,2,2.0,518,160.0,1980.0,Moreland,-37.7606,144.9499,Northern Metropolitan,7082,14.001990954782066,2024,4,44.0,7531.25
Burwood,46 Cumming St,4,h,1601000,S,McGrath,2024-04-29,11.7,3125,4,2,1.0,863,165.0,1940.0,Whitehorse,-37.8539,145.1127,Southern Metropolitan,5678,14.286139616588276,2024,4,84.0,9703.030303030304
Burwood,19 Pearce St,5,h,1225000,S,Buxton,2024-04-29,11.7,3125,5,1,2.0,633,182.0,1960.0,Whitehorse,-37.8557,145.1285,Southern Metropolitan,5678,14.018452218287162,2024,4,64.0,6730.7692307692305
Camberwell,1/16 Dower St,3,u,835000,S,Marshall,2024-04-29,7.8,3124,3,1,1.0,112,85.0,1960.0,Boroondara,-37.8378,145.0949,Southern Metropolitan,8920,13.635188201437066,2024,4,64.0,9823.529411764706
Carlton North,271 Canning St,5,h,2450000,S,Woodards,2024-04-29,3.2,3054,5,3,2.0,268,,,Yarra,-37.7915,144.9737,Northern Metropolitan,3106,14.711598990684092,2024,4,,
Carnegie,1/4 Kokaribb Rd,3,u,577000,S,hockingstuart,2024-04-29,11.4,3163,3,1,1.0,0,84.0,1965.0,Glen Eira,-37.8866,145.0561,Southern Metropolitan,7822,13.265599278590988,2024,4,59.0,6869.047619047619
Caulfield North,14/378 Dandenong Rd,2,u,742500,S,Gary,2024-04-29,8.1,3161,2,2,1.0,0,85.0,2011.0,Glen Eira,-37.8607,145.0116,Southern Metropolitan,6923,13.51777949645943,2024,4,13.0,8735.29411764706
Caulfield South,12A Almond St,2,h,997000,S,hockingstuart,2024-04-29,9.3,3162,2,1,2.0,311,,,Glen Eira,-37.8895,145.0229,Southern Metropolitan,5051,13.8125070519525,2024,4,,
Caulfield South,3/178 Sycamore St,2,u,490000,S,hockingstuart,2024-04-29,9.3,3162,2,1,1.0,0,61.0,1960.0,Glen Eira,-37.8906,145.0259,Southern Metropolitan,5051,13.102162710901053,2024,4,64.0,8032.786885245901
Clifton Hill,3 Anderson St,2,h,1650000,S,Harrington,2024-04-29,3.4,3068,2,1,1.0,118,,,Yarra,-37.7933,144.9926,Northern Metropolitan,2954,14.316286451937186,2024,4,,
Coburg,14 Alice St,3,h,990000,S,Barry,2024-04-29,7.8,3058,3,1,3.0,414,153.1,1930.0,Moreland,-37.7432,144.9573,Northern Metropolitan,11204,13.805461232211272,2024,4,94.0,6466.361854996734
Coburg,1 Balloan St,6,h,1455000,S,Brad,2024-04-29,7.8,3058,6,3,4.0,768,285.0,1997.0,Moreland,-37.7397,144.9603,Northern Metropolitan,11204,14.190517145872716,2024,4,27.0,5105.263157894737
Coburg,3 Beckwith St,3,h,1250000,S,Nelson,2024-04-29,7.8,3058,3,2,2.0,500,148.0,1900.0,Moreland,-37.7382,144.9653,Northern Metropolitan,11204,14.038654909278163,2024,4,124.0,8445.945945945947
Coburg,110 Bell St,3,h,710000,S,Barry,2024-04-29,7.8,3058,3,1,1.0,160,120.0,,Moreland,-37.7411,144.9657,Northern Metropolitan,11204,13.47302165746721,2024,4,,5916.666666666667
Coburg,24 Florence St,5,h,1790000,S,Jellis,2024-04-29,7.8,3058,5,3,2.0,635,108.0,1920.0,Moreland,-37.7516,144.9593,Northern Metropolitan,11204,14.397726736475999,2024,4,104.0,16574.074074074073
Coburg,4/34 Gladstone St,2,u,650000,S,Barry,2024-04-29,7.8,3058,2,1,1.0,136,81.0,1975.0,Moreland,-37.7449,144.9754,Northern Metropolitan,11204,13.384729180332174,2024,4,49.0,8024.691358024691
Coburg,69 Victoria St,3,t,720000,PI,C21,2024-04-29,7.8,3058,3,2,2.0,531,112.0,2016.0,Moreland,-37.7424,144.9571,Northern Metropolitan,11204,13.487007879880162,2024,4,8.0,6428.571428571428
Coburg,69 Victoria St,3,t,720000,PI,Century,2024-04-29,7.8,3058,3,2,2.0,531,112.0,2016.0,Moreland,-37.7424,144.9571,Northern Metropolitan,11204,13.487007879880162,2024,4,8.0,6428.571428571428
Doncaster,1 Adelle Ct,3,h,1700000,S,Barry,2024-04-29,13.9,3108,3,2,2.0,820,,,Manningham,-37.7803,145.1248,Eastern Metropolitan,9028,14.346139397261565,2024,4,,
Doncaster,9 Arthur St,3,h,1355000,S,Barry,2024-04-29,13.9,3108,3,1,1.0,814,120.0,1965.0,Manningham,-37.7909,145.1309,Eastern Metropolitan,9028,14.119312750303045,2024,4,59.0,11291.666666666666
Doncaster,22 Bayley Gr,4,h,1880000,S,Barry,2024-04-29,13.9,3108,4,2,2.0,814,,,Manningham,-37.7859,145.12,Eastern Metropolitan,9028,14.446782866720884,2024,4,,
Doncaster,45 Bordeaux St,4,h,1545000,S,Ray,2024-04-29,13.9,3108,4,3,2.0,647,,,Manningham,-37.7819,145.1184,Eastern Metropolitan,9028,14.250535115562965,2024,4,,
Doncaster,14 Morris St,4,h,1955000,S,Jellis,2024-04-29,13.9,3108,4,2,2.0,1033,,,Manningham,-37.7929,145.1184,Eastern Metropolitan,9028,14.485901262910424,2024,4,,
Essendon,4/11 Stanley St,1,u,426500,S,Brad,2024-04-29,8.0,3040,1,1,1.0,62,53.0,1960.0,Moonee Valley,-37.7578,144.9134,Western Metropolitan,9264,12.963369990577007,2024,4,64.0,8047.169811320755
Fawkner,6/119 Anderson Rd,2,u,445000,S,Nelson,2024-04-29,12.4,3060,2,1,1.0,196,,,Moreland,-37.6956,144.9656,Northern Metropolitan,5070,13.005831808336863,2024,4,,
Fawkner,169 Anderson Rd,3,h,730000,S,hockingstuart,2024-04-29,12.4,3060,3,1,2.0,638,,,Moreland,-37.6952,144.9613,Northern Metropolitan,5070,13.500801182986649,2024,4,,
Fawkner,20 Edward St,2,h,725000,S,Love,2024-04-29,12.4,3060,2,1,2.0,606,,,Moreland,-37.709,144.9646,Northern Metropolitan,5070,13.493928313146206,2024,4,,
Fawkner,40 Lowson St,3,h,668000,S,Ray,2024-04-29,12.4,3060,3,1,1.0,540,,,Moreland,-37.6992,144.9739,Northern Metropolitan,5070,13.41204494952365,2024,4,,
Fawkner,2/99 Major Rd,2,u,328000,SP,Love,2024-04-29,12.4,3060,2,1,1.0,0,67.0,1970.0,Moreland,-37.7071,144.9644,Northern Metropolitan,5070,12.700771936142122,2024,4,54.0,4895.522388059701
Fawkner,41 McBryde St,3,t,543500,S,Stockdale,2024-04-29,12.4,3060,3,3,3.0,247,103.0,2011.0,Moreland,-37.7133,144.975,Northern Metropolitan,5070,13.205786825468111,2024,4,13.0,5276.699029126214
Fitzroy North,236 Barkly St,2,h,1055000,S,Chambers,2024-04-29,3.5,3068,2,1,0.0,192,85.2,1910.0,Yarra,-37.7793,144.9879,Northern Metropolitan,6244,13.869052272759154,2024,4,114.0,12382.62910798122
Fitzroy North,15 Queen St,1,h,950000,VB,Collins,2024-04-29,3.5,3068,1,1,0.0,138,,,Yarra,-37.7759,144.9823,Northern Metropolitan,6244,13.76421831620775,2024,4,,
Flemington,121 Princes St,2,h,1060000,S,Nelson,2024-04-29,4.4,3031,2,1,0.0,209,75.0,1890.0,Moonee Valley,-37.7846,144.9347,Northern Metropolitan,3593,13.87378040948403,2024,4,134.0,14133.333333333334
Flemington,54 Princes St,3,h,917000,S,Jellis,2024-04-29,4.4,3031,3,1,0.0,143,136.0,1890.0,Moonee Valley,-37.7868,144.9336,Northern Metropolitan,3593,13.728863841750549,2024,4,134.0,6742.64705882353
Footscray,27 MacPherson St,2,h,882000,SP,Village,2024-04-29,6.4,3011,2,1,0.0,172,80.0,1900.0,Maribyrnong,-37.7936,144.8905,Western Metropolitan,7570,13.689948468775134,2024,4,124.0,11025.0
Footscray,39 Moore St,3,h,895000,PI,Burnham,2024-04-29,6.4,3011,3,1,2.0,272,106.0,1920.0,Maribyrnong,-37.7977,144.904,Western Metropolitan,7570,13.704580114574805,2024,4,104.0,8443.396226415094
Glen Iris,2/8 Lithgow St,2,u,910000,S,Fletchers,2024-04-29,9.2,3146,2,1,1.0,157,97.0,1970.0,Boroondara,-37.8499,145.0814,Southern Metropolitan,10412,13.721200977393528,2024,4,54.0,9381.443298969072
Glen Iris,2/23 Peace St,3,t,1315000,S,Harcourts,2024-04-29,9.2,3146,3,2,2.0,184,,,Boroondara,-37.8644,145.063,Southern Metropolitan,10412,14.089347984049986,2024,4,,
Glenroy,3/15 Harold St,3,u,590000,S,YPA,2024-04-29,13.0,3046,3,2,2.0,0,118.0,2009.0,Moreland,-37.7074,144.9266,Northern Metropolitan,8870,13.28787951079572,2024,4,15.0,5000.0
Glenroy,1/14 Newton St,3,t,680000,SP,Stockdale,2024-04-29,13.0,3046,3,2,2.0,243,133.0,2014.0,Moreland,-37.7116,144.9357,Northern Metropolitan,8870,13.429849547739444,2024,4,10.0,5112.7819548872185
Glenroy,11 Salisbury St,3,h,935000,S,Stockdale,2024-04-29,13.0,3046,3,1,2.0,666,176.0,1960.0,Moreland,-37.7015,144.9191,Northern Metropolitan,8870,13.74830287778897,2024,4,64.0,5312.5
Glenroy,14 Wheatsheaf Rd,3,t,720000,S,Eview,2024-04-29,13.0,3046,3,2,3.0,300,,2013.0,Moreland,-37.7098,144.9266,Northern Metropolitan,8870,13.487007879880162,2024,4,11.0,
Hadfield,5A Neil St,3,t,630000,S,Eview,2024-04-29,12.1,3046,3,2,1.0,240,,,Moreland,-37.7114,144.9396,Northern Metropolitan,2606,13.353476685668044,2024,4,,
Hampton,1/12 Grenville St,2,u,860000,S,Buxton,2024-04-29,13.7,3188,2,1,1.0,90,90.0,1962.0,Bayside,-37.9354,144.9994,Southern Metropolitan,5454,13.664688831019712,2024,4,62.0,9555.555555555555
Hampton,6 Orlando St,3,h,1475000,PI,hockingstuart,2024-04-29,13.7,3188,3,1,2.0,251,,,Bayside,-37.9411,145.0011,Southern Metropolitan,5454,14.204169225721929,2024,4,,
Hampton,3 Willis St,2,h,840000,S,hockingstuart,2024-04-29,13.7,3188,2,1,2.0,171,,,Bayside,-37.9358,144.9996,Southern Metropolitan,5454,13.641158361294979,2024,4,,
Hawthorn East,1/21 Auburn Gr,2,u,555000,S,Marshall,2024-04-29,7.5,3123,2,1,2.0,0,64.0,1970.0,Boroondara,-37.8254,145.0474,Southern Metropolitan,6482,13.22672519452875,2024,4,54.0,8671.875
Hawthorn East,6/787 Burwood Rd,2,u,532000,S,Marshall,2024-04-29,7.5,3123,2,1,1.0,0,,,Boroondara,-37.8244,145.0517,Southern Metropolitan,6482,13.184400648021263,2024,4,,
Heidelberg Heights,2/388 Waterdale Rd,3,u,630000,SP,Miles,2024-04-29,10.5,3081,3,2,1.0,0,123.0,2015.0,Banyule,-37.7502,145.0465,Eastern Metropolitan,2947,13.353476685668044,2024,4,9.0,5121.951219512195
Heidelberg West,15 Tarakan St,4,h,725000,S,Miles,2024-04-29,9.4,3081,4,1,2.0,585,,,Banyule,-37.7469,145.0448,Eastern Metropolitan,2674,13.493928313146206,2024,4,,
Hughesdale,1071 North Rd,2,h,720000,SA,Buxton,2024-04-29,13.0,3166,2,1,2.0,795,,,Monash,-37.9087,145.0799,Southern Metropolitan,3145,13.487007879880162,2024,4,,
Ivanhoe,1/53 Norman St,3,t,1060000,S,Purplebricks,2024-04-29,7.9,3079,3,0,0.0,219,,1980.0,Banyule,-37.7679,145.0466,Eastern Metropolitan,5549,13.87378040948403,2024,4,44.0,
Kealba,7 Donnelly Ct,4,h,646000,S,Ray,2024-04-29,15.0,3021,4,2,2.0,658,198.0,1980.0,Brimbank,-37.7358,144.8217,Western Metropolitan,1202,13.378556330751158,2024,4,44.0,3262.626262626263
Kealba,14 Rowan Dr,3,h,570000,S,Barry,2024-04-29,15.0,3021,3,1,2.0,557,,,Brimbank,-37.7279,144.8224,Western Metropolitan,1202,13.25339339419516,2024,4,,
Keilor East,12 Hilltop Ct,2,t,570000,SP,Nelson,2024-04-29,12.8,3033,2,2,2.0,55,,,Moonee Valley,-37.7388,144.8767,Western Metropolitan,5629,13.25339339419516,2024,4,,
Keilor East,19 Tuppal Pl,4,h,885000,S,Nelson,2024-04-29,12.8,3033,4,2,2.0,814,,,Moonee Valley,-37.7317,144.8619,Western Metropolitan,5629,13.69334405393293,2024,4,,
Kingsville,363 Geelong Rd,3,h,860000,SP,Village,2024-04-29,7.8,3012,3,1,3.0,555,168.0,1940.0,Maribyrnong,-37.8083,144.8754,Western Metropolitan,1808,13.664688831019712,2024,4,84.0,5119.047619047619
Maidstone,2/6 Spurling St,4,t,838000,S,Sweeney,2024-04-29,9.2,3012,4,2,2.0,294,194.0,,Maribyrnong,-37.7844,144.8758,Western Metropolitan,3873,13.63877457278093,2024,4,,4319.587628865979
Maidstone,12 Winston St,3,h,930000,SP,Biggin,2024-04-29,9.2,3012,3,1,2.0,660,88.0,1955.0,Maribyrnong,-37.7851,144.8654,Western Metropolitan,3873,13.742940940397677,2024,4,69.0,10568.181818181818
Malvern East,414 Waverley Rd,3,h,1220000,S,Jellis,2024-04-29,11.2,3145,3,1,2.0,446,134.0,1980.0,Stonnington,-37.8784,145.0654,Southern Metropolitan,8801,14.014362236381235,2024,4,44.0,9104.477611940298
Malvern East,17 Winton Rd,4,h,1465000,S,Fletchers,2024-04-29,11.2,3145,4,2,2.0,559,,,Stonnington,-37.873,145.0665,Southern Metropolitan,8801,14.19736648302693,2024,4,,
Maribyrnong,6 High Ct,5,h,1620000,S,Biggin,2024-04-29,8.7,3032,5,3,2.0,601,274.0,2001.0,Maribyrnong,-37.7637,144.8843,Western Metropolitan,4918,14.297937324492327,2024,4,23.0,5912.408759124088
Maribyrnong,1A Riverview Ct,4,h,1190000,S,Rendina,2024-04-29,8.7,3032,4,3,2.0,224,205.0,2015.0,Maribyrnong,-37.7641,144.8885,Western Metropolitan,4918,13.989464705423494,2024,4,9.0,5804.878048780488
Mont Albert,7 Grace St,4,h,2365000,S,Marshall,2024-04-29,11.8,3127,4,2,2.0,636,,1920.0,Whitehorse,-37.8127,145.107,Eastern Metropolitan,2079,14.676289002741061,2024,4,104.0,
Moonee Ponds,503/341 Ascot Vale Rd,2,u,542000,SA,Hodges,2024-04-29,6.9,3039,2,2,1.0,0,82.0,2004.0,Moonee Valley,-37.7679,144.9245,Western Metropolitan,6232,13.20302312543853,2024,4,20.0,6609.756097560976
Moonee Ponds,65 Darling St,3,h,1240000,S,McDonald,2024-04-29,6.9,3039,3,2,2.0,275,106.0,1880.0,Moonee Valley,-37.767,144.9108,Western Metropolitan,6232,14.030622744032508,2024,4,144.0,11698.11320754717
Moonee Ponds,25 George St,4,h,955000,S,Woodards,2024-04-29,6.9,3039,4,2,3.0,431,246.0,1910.0,Moonee Valley,-37.7615,144.9094,Western Metropolitan,6232,13.769467666582738,2024,4,114.0,3882.1138211382113
Moonee Ponds,33A Vine St,3,t,1410000,PI,Nelson,2024-04-29,6.9,3039,3,3,2.0,256,,,Moonee Valley,-37.7685,144.9294,Western Metropolitan,6232,14.159100971573958,2024,4,,
Murrumbeena,17/41 Murrumbeena Rd,2,u,586000,SP,Fletchers,2024-04-29,12.1,3163,2,2,1.0,0,75.0,2013.0,Glen Eira,-37.8882,145.0666,Southern Metropolitan,4442,13.281076775042335,2024,4,11.0,7813.333333333333
Murrumbeena,1/9 Packer St,2,u,926000,S,hockingstuart,2024-04-29,12.1,3163,2,1,2.0,308,,2008.0,Glen Eira,-37.8907,145.0761,Southern Metropolitan,4442,13.738630593541341,2024,4,16.0,
Newport,74 Alma Tce,4,h,2337000,S,Williams,2024-04-29,8.4,3015,4,2,3.0,580,222.0,1890.0,Hobsons Bay,-37.8477,144.8903,Western Metropolitan,5498,14.664379041419918,2024,4,134.0,10527.027027027027
Newport,11 Challis St,3,h,1370000,S,Jas,2024-04-29,8.4,3015,3,1,3.0,752,,,Hobsons Bay,-37.8481,144.8721,Western Metropolitan,5498,14.130322027731049,2024,4,,
Newport,1 Elphin St,2,h,1070000,S,Jas,2024-04-29,8.4,3015,2,1,3.0,480,,,Hobsons Bay,-37.8431,144.8919,Western Metropolitan,5498,13.883170141017091,2024,4,,
Newport,63 Hobson St,3,h,1075000,SP,Raine,2024-04-29,8.4,3015,3,1,0.0,452,146.0,1950.0,Hobsons Bay,-37.8402,144.8886,Western Metropolitan,5498,13.887832149776026,2024,4,74.0,7363.013698630137
Newport,16 Thorpe St,3,h,1100000,PI,Sweeney,2024-04-29,8.4,3015,3,1,6.0,761,,,Hobsons Bay,-37.8464,144.865,Western Metropolitan,5498,13.910821646859095,2024,4,,
Niddrie,1/79 Coghlan St,3,t,800000,PI,Barry,2024-04-29,11.2,3042,3,2,2.0,202,151.0,2015.0,Moonee Valley,-37.7418,144.8833,Western Metropolitan,2291,13.592368256649284,2024,4,9.0,5298.013245033113
Niddrie,13 Hotham Rd,3,h,1450000,PI,Barry,2024-04-29,11.2,3042,3,1,1.0,650,,,Moonee Valley,-37.7368,144.8886,Western Metropolitan,2291,14.187074804051692,2024,4,,
Niddrie,204/4 Hotham Rd,3,u,500000,SP,Nelson,2024-04-29,11.2,3042,3,1,1.0,1218,94.0,2012.0,Moonee Valley,-37.736,144.8886,Western Metropolitan,2291,13.122365377402328,2024,4,12.0,5319.148936170212
Niddrie,20 Rutland St,1,h,1405000,S,Barry,2024-04-29,11.2,3042,1,1,0.0,649,,,Moonee Valley,-37.7356,144.8799,Western Metropolitan,2291,14.155548572493503,2024,4,,
Northcote,133 Beavers Rd,2,h,1050000,S,Jellis,2024-04-29,5.5,3070,2,1,1.0,181,85.0,1925.0,Darebin,-37.7659,144.9903,Northern Metropolitan,11364,13.864301674514206,2024,4,99.0,12352.941176470587
Northcote,12 Ellesmere St,2,h,1290000,S,Nelson,2024-04-29,5.5,3070,2,1,0.0,259,,,Darebin,-37.7741,145.0073,Northern Metropolitan,11364,14.070153551531353,2024,4,,
Northcote,16/341 Heidelberg Rd,2,u,471250,S,McGrath,2024-04-29,5.5,3070,2,1,1.0,1000,,,Darebin,-37.7836,145.0139,Northern Metropolitan,11364,13.063146139758022,2024,4,,
Northcote,99 Kellett St,3,h,1235000,S,Ray,2024-04-29,5.5,3070,3,1,1.0,534,127.0,1960.0,Darebin,-37.7677,145.0142,Northern Metropolitan,11364,14.026582337760486,2024,4,64.0,9724.409448818898
Oak Park,19A Cardinal Rd,4,h,1250000,S,Frank,2024-04-29,11.5,3046,4,2,3.0,568,,,Moreland,-37.7136,144.927,Northern Metropolitan,2651,14.038654909278163,2024,4,,
Oak Park,3/21 Lex Gr,3,u,648000,S,Nelson,2024-04-29,11.5,3046,3,1,1.0,0,94.0,1998.0,Moreland,-37.7188,144.9243,Northern Metropolitan,2651,13.381647518543097,2024,4,26.0,6893.617021276596
Oakleigh,141 Atherton Rd,4,h,1600000,PI,Ray,2024-04-29,14.0,3166,4,3,4.0,691,213.0,1950.0,Monash,-37.8999,145.0993,Southern Metropolitan,3224,14.285514812209815,2024,4,74.0,7511.737089201878
Oakleigh,110 Atkinson St,4,h,1840000,S,Woodards,2024-04-29,14.0,3166,4,2,2.0,598,222.0,1900.0,Monash,-37.898,145.0928,Southern Metropolitan,3224,14.425276673063282,2024,4,124.0,8288.288288288288
Ormond,3/10 Ormond Rd,1,u,311500,PI,Ray,2024-04-29,11.8,3204,1,1,1.0,0,,,Glen Eira,-37.9032,145.0455,Southern Metropolitan,3578,12.649157827477366,2024,4,,
Pascoe Vale,16 Hayes Pde,5,h,958000,S,Nelson,2024-04-29,9.9,3044,5,2,2.0,706,166.0,1950.0,Moreland,-37.7328,144.9281,Northern Metropolitan,7485,13.772604100793789,2024,4,74.0,5771.084337349397
Pascoe Vale,20 Snell Gr,3,h,770000,PI,Brad,2024-04-29,9.9,3044,3,1,1.0,603,,,Moreland,-37.7186,144.9318,Northern Metropolitan,7485,13.554147092530322,2024,4,,
Port Melbourne,108/40 Beach St,2,u,1110000,S,RT,2024-04-29,3.8,3207,2,2,1.0,0,,,Port Phillip,-37.8427,144.9378,Southern Metropolitan,8648,13.919871474189012,2024,4,,
Port Melbourne,9/23 Beaconsfield Pde,2,u,2250000,S,Greg,2024-04-29,3.8,3207,2,2,2.0,0,,,Port Phillip,-37.8444,144.9421,Southern Metropolitan,8648,14.626441218624949,2024,4,,
Port Melbourne,130 Clark St,4,h,2700000,S,Marshall,2024-04-29,3.8,3207,4,3,2.0,317,156.0,1900.0,Port Phillip,-37.8346,144.9358,Southern Metropolitan,8648,14.80876270134486,2024,4,124.0,17307.69230769231
Port Melbourne,205 Clark St,4,h,1375000,S,hockingstuart,2024-04-29,3.8,3207,4,1,1.0,190,,,Port Phillip,-37.833,144.9377,Southern Metropolitan,8648,14.13396501635527,2024,4,,
Port Melbourne,205/15 Pickles St,2,u,600000,VB,hockingstuart,2024-04-29,3.8,3207,2,1,1.0,0,61.0,2005.0,Port Phillip,-37.8443,144.9442,Southern Metropolitan,8648,13.304686600863562,2024,4,19.0,9836.065573770491
Port Melbourne,55/4 Seisman Pl,2,u,1030000,S,Buxton,2024-04-29,3.8,3207,2,2,2.0,21715,99.0,2005.0,Port Phillip,-37.8424,144.9449,Southern Metropolitan,8648,13.845070331079134,2024,4,19.0,10404.040404040405
Prahran,277 Dandenong Rd,3,h,880000,PI,Buxton,2024-04-29,4.5,3181,3,1,0.0,249,,,Stonnington,-37.859,145.0038,Southern Metropolitan,7717,13.68767832281738,2024,4,,
Prahran,205/201 High St,2,u,475000,VB,hockingstuart,2024-04-29,4.5,3181,2,1,1.0,0,,,Stonnington,-37.8519,144.9948,Southern Metropolitan,7717,13.07107218827772,2024,4,,
Prahran,26/670 Malvern Rd,2,u,888000,S,Jellis,2024-04-29,4.5,3181,2,1,1.0,0,,,Stonnington,-37.849,145.0088,Southern Metropolitan,7717,13.6967281480998,2024,4,,
Preston,6 Adams St,3,h,690000,S,RW,2024-04-29,8.8,3072,3,1,2.0,581,90.0,1960.0,Darebin,-37.7536,145.0191,Northern Metropolitan,14577,13.444448325847754,2024,4,64.0,7666.666666666667
Preston,460 Bell St,2,h,630000,PI,Barry,2024-04-29,8.8,3072,2,1,1.0,319,,1955.0,Darebin,-37.7442,144.9958,Northern Metropolitan,14577,13.353476685668044,2024,4,69.0,
Preston,39 Malpas St,3,h,1100000,S,Nelson,2024-04-29,8.8,3072,3,2,4.0,637,124.0,1950.0,Darebin,-37.7344,145.0208,Northern Metropolitan,14577,13.910821646859095,2024,4,74.0,8870.967741935483
Preston,72 McNamara St,3,h,1055000,S,Nelson,2024-04-29,8.8,3072,3,1,2.0,575,,,Darebin,-37.7288,144.9849,Northern Metropolitan,14577,13.869052272759154,2024,4,,
Preston,1/584 Murray Rd,2,u,560000,S,Nelson,2024-04-29,8.8,3072,2,1,2.0,196,,,Darebin,-37.7362,144.9885,Northern Metropolitan,14577,13.235693848424024,2024,4,,
Preston,3/152 Tyler St,1,u,385000,SP,Brad,2024-04-29,8.8,3072,1,1,1.0,896,65.0,2011.0,Darebin,-37.7316,145.0201,Northern Metropolitan,14577,12.861001210669146,2024,4,13.0,5923.076923076923
Reservoir,6 Joffre St,2,h,1025000,S,Barry,2024-04-29,11.2,3073,2,2,1.0,715,,,Darebin,-37.7302,145.0129,Northern Metropolitan,21650,13.840204146163925,2024,4,,
Reservoir,4/65 Thackeray Rd,2,u,505000,S,RW,2024-04-29,11.2,3073,2,1,1.0,110,1.0,1960.0,Darebin,-37.7216,145.0099,Northern Metropolitan,21650,13.132315688453556,2024,4,64.0,58952.50000000024
